,Player,Market Value (Millions USD),Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_x,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cmp,Att_y,Cmp%,TotDist,PrgDist,Cmp short,Att short,Cmp% short,Cmp medium,Att medium,Cmp% medium,Cmp long,Att long,Cmp% long,A-xA,KP,1/3,PPA,CrsPA,Prog
436,Steven Bergwijn,24.2,35.0,6.0,17.0,22.0,21.0,13.0,1208.0,13.4,1.0,3.0,1.0,0.07,0.22,0.3,0.07,0.3,2.5,2.5,1.3,3.7,0.18,0.09,0.28,0.18,0.28,16.0,10.0,7.0,3.0,6.0,6.0,24.0,25.0,18.0,241.0,63.0,26.1,59.0,95.0,87.0,10.0,1.0,0.0,9.0,12.0,28.0,5.0,0.0,347.0,428.0,81.1,4842.0,849.0,216.0,242.0,89.3,104.0,128.0,81.3,9.0,31.0,29.0,1.7,14.0,21.0,9.0,0.0,18.0
437,Lucas Moura,27.5,7.0,6.0,17.0,27.0,30.0,14.0,1411.0,15.7,3.0,4.0,3.0,0.19,0.26,0.45,0.19,0.45,2.2,2.2,2.3,4.5,0.14,0.14,0.29,0.14,0.29,34.0,22.0,11.0,19.0,4.0,9.0,30.0,30.0,21.0,269.0,65.0,24.2,69.0,129.0,71.0,18.0,1.0,0.0,17.0,20.0,54.0,11.0,0.0,448.0,600.0,74.7,6841.0,1695.0,254.0,310.0,81.9,159.0,194.0,82.0,23.0,58.0,39.7,1.7,16.0,30.0,14.0,3.0,47.0
440,Harry Kane,132.0,16.0,4.0,17.0,27.0,35.0,35.0,3082.0,34.2,23.0,14.0,19.0,0.67,0.41,1.08,0.55,0.96,20.5,17.5,7.4,24.8,0.6,0.22,0.81,0.51,0.73,18.0,12.0,3.0,12.0,3.0,5.0,20.0,25.0,15.0,391.0,99.0,25.3,21.0,190.0,180.0,30.0,13.0,1.0,17.0,15.0,33.0,41.0,0.0,657.0,937.0,70.1,12519.0,3835.0,300.0,385.0,77.9,236.0,316.0,74.7,102.0,170.0,60.0,6.6,48.0,98.0,41.0,7.0,125.0
445,Semi Ajayi,6.6,36.0,1.0,18.0,26.0,33.0,31.0,2780.0,30.9,2.0,0.0,2.0,0.06,0.0,0.06,0.06,0.06,1.3,1.3,0.3,1.5,0.04,0.01,0.05,0.04,0.05,58.0,42.0,44.0,12.0,2.0,18.0,36.0,50.0,18.0,340.0,132.0,38.8,221.0,102.0,17.0,62.0,35.0,3.0,27.0,41.0,99.0,148.0,3.0,705.0,948.0,74.4,15527.0,6592.0,198.0,232.0,85.3,364.0,445.0,81.8,137.0,255.0,53.7,-0.3,5.0,67.0,4.0,0.0,64.0
447,Dara O'Shea,3.3,23.0,1.0,18.0,21.0,28.0,25.0,2102.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.01,0.01,0.01,0.01,0.01,51.0,30.0,33.0,15.0,3.0,16.0,45.0,35.6,29.0,252.0,88.0,34.9,157.0,80.0,15.0,53.0,20.0,1.0,33.0,39.0,90.0,143.0,0.0,566.0,857.0,66.0,12412.0,5876.0,217.0,252.0,86.1,221.0,308.0,71.8,122.0,269.0,45.4,-0.1,6.0,70.0,4.0,0.0,57.0
448,Kyle Bartley,2.75,16.0,1.0,18.0,29.0,30.0,28.0,2584.0,28.7,3.0,1.0,3.0,0.1,0.03,0.14,0.1,0.14,2.1,2.1,0.2,2.4,0.07,0.01,0.08,0.07,0.08,26.0,18.0,15.0,10.0,1.0,10.0,32.0,31.3,22.0,231.0,76.0,32.9,135.0,82.0,14.0,74.0,37.0,1.0,37.0,31.0,57.0,202.0,2.0,630.0,809.0,77.9,13475.0,4389.0,195.0,237.0,82.3,323.0,374.0,86.4,105.0,185.0,56.8,0.8,4.0,52.0,3.0,1.0,30.0
451,Kieran Gibbs,2.75,16.0,1.0,18.0,30.0,10.0,9.0,809.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04,14.0,6.0,9.0,3.0,2.0,3.0,7.0,42.9,4.0,80.0,20.0,25.0,42.0,30.0,8.0,17.0,6.0,0.0,11.0,14.0,28.0,33.0,0.0,223.0,309.0,72.2,3929.0,1436.0,103.0,116.0,88.8,97.0,132.0,73.5,21.0,54.0,38.9,-0.3,3.0,15.0,3.0,3.0,16.0
452,Conor Townsend,2.2,16.0,1.0,18.0,27.0,25.0,25.0,2234.0,24.8,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,1.0,1.0,2.1,3.1,0.04,0.09,0.13,0.04,0.13,56.0,32.0,37.0,14.0,5.0,31.0,54.0,57.4,23.0,272.0,93.0,34.2,130.0,102.0,40.0,45.0,16.0,2.0,29.0,40.0,96.0,65.0,1.0,881.0,1176.0,74.9,16373.0,7926.0,371.0,418.0,88.8,405.0,508.0,79.7,94.0,216.0,43.5,-0.1,22.0,78.0,25.0,15.0,118.0
453,Darnell Furlong,5.5,16.0,1.0,18.0,24.0,35.0,32.0,2932.0,32.6,1.0,3.0,1.0,0.03,0.09,0.12,0.03,0.12,2.0,2.0,2.1,4.1,0.06,0.06,0.13,0.06,0.13,49.0,17.0,29.0,15.0,5.0,19.0,41.0,46.3,22.0,290.0,83.0,28.6,131.0,105.0,54.0,80.0,16.0,1.0,64.0,28.0,77.0,120.0,1.0,700.0,1177.0,59.5,13398.0,6065.0,309.0,396.0,78.0,269.0,443.0,60.7,107.0,285.0,37.5,0.9,17.0,59.0,18.0,14.0,78.0
454,Lee Peltier,0.44,16.0,1.0,18.0,33.0,4.0,3.0,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,9.0,1.0,0.0,3.0,3.0,100.0,0.0,32.0,12.0,37.5,15.0,14.0,3.0,2.0,0.0,0.0,2.0,2.0,12.0,12.0,0.0,48.0,76.0,63.2,895.0,258.0,21.0,23.0,91.3,22.0,28.0,78.6,5.0,21.0,23.8,0.0,1.0,4.0,2.0,1.0,2.0
455,Jake Livermore,2.75,16.0,7.0,18.0,30.0,18.0,15.0,1242.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.02,0.02,0.03,0.02,0.03,29.0,19.0,10.0,17.0,2.0,11.0,32.0,34.4,21.0,244.0,67.0,27.5,75.0,132.0,37.0,33.0,7.0,0.0,26.0,19.0,48.0,33.0,0.0,283.0,381.0,74.3,4982.0,1148.0,125.0,152.0,82.2,110.0,146.0,75.3,37.0,63.0,58.7,-0.2,5.0,29.0,2.0,1.0,25.0
456,Rekeem Harper,2.75,16.0,7.0,18.0,20.0,2.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,2.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,10.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,16.0,81.3,242.0,33.0,5.0,6.0,83.3,7.0,7.0,100.0,1.0,3.0,33.3,0.0,0.0,2.0,0.0,0.0,1.0
457,Romaine Sawyers,2.2,46.0,7.0,18.0,28.0,19.0,17.0,1487.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,31.0,19.0,21.0,9.0,1.0,10.0,36.0,27.8,26.0,332.0,81.0,24.4,165.0,143.0,24.0,18.0,2.0,0.0,16.0,22.0,53.0,15.0,1.0,605.0,712.0,85.0,11796.0,3172.0,232.0,261.0,88.9,277.0,312.0,88.8,87.0,115.0,75.7,-0.4,5.0,57.0,5.0,2.0,53.0
458,Sam Field,1.1,16.0,7.0,18.0,22.0,3.0,0.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0,5.0,0.0,2.0,3.0,66.7,1.0,22.0,10.0,45.5,8.0,13.0,1.0,6.0,1.0,0.0,5.0,0.0,9.0,4.0,0.0,15.0,23.0,65.2,223.0,41.0,10.0,14.0,71.4,4.0,5.0,80.0,1.0,3.0,33.3,0.0,0.0,1.0,0.0,0.0,2.0
459,Kyle Edwards,1.1,16.0,9.0,18.0,22.0,5.0,1.0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.11,0.11,0.11,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,2.0,13.3,4.0,9.0,2.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,30.0,35.0,85.7,420.0,91.0,18.0,18.0,100.0,12.0,13.0,92.3,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
460,Grady Diangana,11.0,16.0,9.0,18.0,22.0,20.0,15.0,1235.0,13.7,1.0,0.0,1.0,0.07,0.0,0.07,0.07,0.07,1.2,1.2,0.2,1.4,0.09,0.01,0.1,0.09,0.1,35.0,19.0,22.0,5.0,8.0,14.0,36.0,38.9,22.0,309.0,67.0,21.7,142.0,96.0,71.0,30.0,2.0,0.0,28.0,14.0,49.0,5.0,1.0,256.0,351.0,72.9,3593.0,893.0,146.0,181.0,80.7,92.0,116.0,79.3,8.0,28.0,28.6,-0.2,5.0,15.0,7.0,0.0,26.0
461,Kamil Grosicki,1.1,41.0,6.0,18.0,32.0,3.0,2.0,148.0,1.6,0.0,1.0,0.0,0.0,0.61,0.61,0.0,0.61,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,1.0,0.0,1.0,0.0,0.0,1.0,6.0,16.7,5.0,22.0,3.0,13.6,11.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,32.0,49.0,65.3,532.0,171.0,13.0,16.0,81.3,15.0,20.0,75.0,2.0,10.0,20.0,0.9,3.0,4.0,1.0,0.0,5.0
462,Matheus Pereira,16.5,7.0,9.0,18.0,24.0,33.0,30.0,2577.0,28.6,11.0,6.0,7.0,0.38,0.21,0.59,0.24,0.45,7.2,4.1,5.4,9.5,0.25,0.19,0.44,0.14,0.33,33.0,20.0,14.0,13.0,6.0,10.0,46.0,21.7,36.0,459.0,116.0,25.3,106.0,225.0,128.0,30.0,0.0,0.0,30.0,29.0,62.0,18.0,0.0,765.0,1066.0,71.8,13122.0,4424.0,408.0,476.0,85.7,233.0,302.0,77.2,98.0,226.0,43.4,0.6,57.0,64.0,43.0,9.0,95.0
463,Matt Phillips,4.4,44.0,9.0,18.0,29.0,33.0,20.0,1828.0,20.3,2.0,1.0,2.0,0.1,0.05,0.15,0.1,0.15,2.5,2.5,3.1,5.6,0.12,0.15,0.27,0.12,0.27,21.0,14.0,5.0,11.0,5.0,7.0,31.0,22.6,24.0,304.0,72.0,23.7,87.0,129.0,88.0,48.0,6.0,1.0,42.0,19.0,40.0,23.0,0.0,393.0,567.0,69.3,6869.0,2326.0,200.0,245.0,81.6,133.0,187.0,71.1,47.0,98.0,48.0,-2.1,27.0,21.0,21.0,14.0,42.0
464,Robert Snodgrass,1.65,44.0,9.0,18.0,32.0,8.0,6.0,526.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09,20.0,12.0,13.0,5.0,2.0,8.0,18.0,44.4,10.0,86.0,25.0,29.1,34.0,34.0,18.0,13.0,3.0,0.0,10.0,4.0,24.0,12.0,0.0,105.0,133.0,78.9,1699.0,544.0,59.0,71.0,83.1,36.0,48.0,75.0,7.0,11.0,63.6,-0.3,3.0,9.0,5.0,0.0,15.0
465,Karlan Grant,8.8,16.0,6.0,18.0,22.0,21.0,14.0,1127.0,12.5,1.0,0.0,1.0,0.08,0.0,0.08,0.08,0.08,2.1,2.1,0.0,2.1,0.17,0.0,0.17,0.17,0.17,6.0,3.0,3.0,3.0,0.0,3.0,6.0,50.0,3.0,167.0,41.0,24.6,24.0,64.0,79.0,7.0,0.0,0.0,7.0,11.0,17.0,13.0,0.0,167.0,228.0,73.2,2453.0,345.0,95.0,120.0,79.2,55.0,65.0,84.6,10.0,16.0,62.5,0.0,0.0,5.0,6.0,0.0,9.0
466,Callum Robinson,6.6,23.0,6.0,18.0,25.0,28.0,20.0,1560.0,17.3,5.0,0.0,5.0,0.29,0.0,0.29,0.29,0.29,3.1,3.1,0.8,3.9,0.18,0.05,0.22,0.18,0.22,14.0,7.0,8.0,4.0,2.0,5.0,18.0,27.8,13.0,259.0,61.0,23.6,45.0,91.0,123.0,16.0,0.0,0.0,16.0,14.0,28.0,9.0,0.0,319.0,450.0,70.9,5044.0,1156.0,171.0,210.0,81.4,104.0,133.0,78.2,31.0,63.0,49.2,-0.8,14.0,21.0,12.0,7.0,22.0
467,Charlie Austin,2.2,16.0,4.0,18.0,31.0,5.0,0.0,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.13,0.0,0.13,0.13,0.13,4.0,3.0,2.0,1.0,1.0,1.0,2.0,50.0,1.0,23.0,7.0,30.4,5.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,25.0,34.0,73.5,374.0,134.0,12.0,14.0,85.7,12.0,16.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,4.0
474,Conor Coady,27.5,16.0,1.0,20.0,27.0,37.0,37.0,3303.0,36.7,1.0,0.0,1.0,0.03,0.0,0.03,0.03,0.03,1.3,1.3,0.1,1.4,0.03,0.0,0.04,0.03,0.04,31.0,23.0,23.0,8.0,0.0,14.0,37.0,37.8,23.0,203.0,71.0,35.0,149.0,52.0,2.0,59.0,39.0,2.0,20.0,25.0,56.0,163.0,1.0,1576.0,1789.0,88.1,40617.0,14316.0,287.0,303.0,94.7,810.0,846.0,95.7,470.0,618.0,76.1,-0.1,2.0,78.0,1.0,0.0,59.0
475,Willy Boly,15.4,8.0,1.0,20.0,29.0,21.0,21.0,1879.0,20.9,1.0,1.0,1.0,0.05,0.05,0.1,0.05,0.1,1.1,1.1,0.4,1.6,0.05,0.02,0.07,0.05,0.07,41.0,26.0,33.0,7.0,1.0,14.0,30.0,46.7,16.0,160.0,55.0,34.4,109.0,45.0,6.0,27.0,13.0,0.0,14.0,23.0,64.0,104.0,0.0,830.0,1003.0,82.8,16279.0,5637.0,277.0,312.0,88.8,436.0,485.0,89.9,108.0,186.0,58.1,0.6,3.0,47.0,1.0,0.0,40.0
476,Romain Saïss,11.0,30.0,1.0,20.0,30.0,27.0,27.0,2407.0,26.7,3.0,0.0,3.0,0.11,0.0,0.11,0.11,0.11,3.5,3.5,0.3,3.8,0.13,0.01,0.14,0.13,0.14,37.0,18.0,25.0,12.0,0.0,7.0,22.0,31.8,15.0,259.0,78.0,30.1,167.0,87.0,5.0,43.0,16.0,3.0,27.0,39.0,76.0,165.0,2.0,1157.0,1411.0,82.0,25009.0,10518.0,344.0,370.0,93.0,582.0,657.0,88.6,216.0,345.0,62.6,-0.3,6.0,106.0,8.0,3.0,106.0
477,Max Kilman,4.95,16.0,1.0,20.0,23.0,18.0,14.0,1310.0,14.6,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.4,0.4,0.5,1.0,0.03,0.04,0.07,0.03,0.07,27.0,20.0,21.0,3.0,3.0,10.0,20.0,50.0,10.0,148.0,44.0,29.7,105.0,36.0,7.0,20.0,9.0,0.0,11.0,18.0,45.0,58.0,0.0,648.0,731.0,88.6,12284.0,4172.0,245.0,258.0,95.0,337.0,361.0,93.4,62.0,104.0,59.6,0.5,4.0,52.0,2.0,0.0,40.0
479,Rúben Vinagre,5.5,42.0,1.0,20.0,21.0,2.0,1.0,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,2.0,5.0,40.0,3.0,26.0,5.0,19.2,13.0,9.0,4.0,4.0,0.0,0.0,4.0,1.0,6.0,6.0,0.0,82.0,98.0,83.7,1310.0,324.0,44.0,48.0,91.7,31.0,40.0,77.5,7.0,9.0,77.8,0.0,0.0,2.0,1.0,1.0,2.0
481,Nélson Semedo,30.8,42.0,1.0,20.0,26.0,34.0,34.0,2983.0,33.1,1.0,1.0,1.0,0.03,0.03,0.06,0.03,0.06,1.9,1.9,1.1,3.0,0.06,0.03,0.09,0.06,0.09,85.0,53.0,55.0,19.0,11.0,39.0,70.0,55.7,31.0,552.0,164.0,29.7,271.0,185.0,96.0,54.0,12.0,0.0,42.0,45.0,130.0,89.0,0.0,1541.0,1892.0,81.4,24883.0,7784.0,866.0,947.0,91.4,518.0,621.0,83.4,129.0,223.0,57.8,-0.1,20.0,93.0,24.0,14.0,100.0
482,Ki-Jana Hoever,7.7,35.0,1.0,20.0,18.0,12.0,5.0,577.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,18.0,10.0,15.0,2.0,1.0,8.0,19.0,42.1,11.0,133.0,29.0,21.8,80.0,43.0,10.0,7.0,1.0,0.0,6.0,10.0,28.0,19.0,0.0,260.0,351.0,74.1,4487.0,1573.0,128.0,149.0,85.9,109.0,147.0,74.1,20.0,37.0,54.1,-0.2,3.0,14.0,3.0,1.0,14.0
483,Rúben Neves,49.5,42.0,7.0,20.0,23.0,36.0,31.0,2675.0,29.7,5.0,1.0,2.0,0.17,0.03,0.2,0.07,0.1,5.1,2.9,2.1,5.0,0.17,0.07,0.24,0.1,0.17,90.0,66.0,45.0,38.0,7.0,37.0,95.0,38.9,58.0,584.0,195.0,33.4,242.0,287.0,55.0,71.0,11.0,0.0,60.0,46.0,136.0,54.0,1.0,1633.0,1937.0,84.3,38493.0,8615.0,419.0,476.0,88.0,800.0,888.0,90.1,406.0,537.0,75.6,-1.1,32.0,203.0,21.0,2.0,140.0
484,Leander Dendoncker,33.0,5.0,8.0,20.0,25.0,33.0,28.0,2503.0,27.8,1.0,0.0,1.0,0.04,0.0,0.04,0.04,0.04,3.3,3.3,0.7,4.0,0.12,0.03,0.14,0.12,0.14,49.0,29.0,31.0,15.0,3.0,23.0,61.0,37.7,38.0,494.0,149.0,30.2,223.0,224.0,47.0,59.0,15.0,0.0,44.0,27.0,76.0,75.0,0.0,1021.0,1162.0,87.9,19322.0,4299.0,405.0,447.0,90.6,449.0,500.0,89.8,141.0,169.0,83.4,-0.7,16.0,64.0,8.0,2.0,62.0
485,Owen Otasowie,1.65,53.0,9.0,20.0,19.0,6.0,2.0,187.0,2.1,0.0,1.0,0.0,0.0,0.48,0.48,0.0,0.48,0.6,0.6,0.1,0.7,0.27,0.07,0.34,0.27,0.34,7.0,5.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,35.0,18.0,51.4,8.0,22.0,5.0,3.0,1.0,0.0,2.0,3.0,10.0,2.0,0.0,45.0,64.0,70.3,691.0,118.0,22.0,33.0,66.7,16.0,20.0,80.0,4.0,7.0,57.1,0.9,2.0,0.0,0.0,0.0,2.0
486,Morgan Gibbs-White,7.7,16.0,6.0,20.0,20.0,11.0,4.0,414.0,4.6,1.0,0.0,1.0,0.22,0.0,0.22,0.22,0.22,1.0,1.0,0.6,1.6,0.21,0.13,0.34,0.21,0.34,7.0,6.0,2.0,3.0,2.0,3.0,11.0,27.3,8.0,109.0,37.0,33.9,21.0,48.0,40.0,6.0,0.0,0.0,6.0,4.0,11.0,1.0,0.0,190.0,235.0,80.9,3219.0,704.0,95.0,112.0,84.8,69.0,79.0,87.3,22.0,35.0,62.9,-0.6,9.0,16.0,3.0,0.0,22.0
487,João Moutinho,4.4,42.0,7.0,20.0,33.0,33.0,28.0,2528.0,28.1,1.0,1.0,1.0,0.04,0.04,0.07,0.04,0.07,0.7,0.7,2.6,3.3,0.02,0.09,0.12,0.02,0.12,70.0,46.0,36.0,28.0,6.0,29.0,94.0,30.9,65.0,543.0,160.0,29.5,206.0,267.0,70.0,40.0,3.0,0.0,37.0,39.0,109.0,31.0,0.0,1540.0,1817.0,84.8,30715.0,7297.0,537.0,586.0,91.6,718.0,787.0,91.2,253.0,382.0,66.2,-1.6,47.0,117.0,19.0,6.0,123.0
490,Pedro Neto,38.5,42.0,6.0,20.0,20.0,31.0,30.0,2550.0,28.3,5.0,6.0,5.0,0.18,0.21,0.39,0.18,0.39,4.8,4.8,6.2,11.0,0.17,0.22,0.39,0.17,0.39,21.0,18.0,7.0,6.0,8.0,5.0,30.0,16.7,25.0,333.0,95.0,28.5,83.0,146.0,104.0,25.0,2.0,0.0,23.0,29.0,50.0,11.0,0.0,955.0,1212.0,78.8,15501.0,3302.0,512.0,560.0,91.4,317.0,390.0,81.3,92.0,185.0,49.7,-0.2,60.0,34.0,39.0,24.0,53.0
491,Adama Traoré,33.0,17.0,4.0,20.0,24.0,37.0,28.0,2649.0,29.4,2.0,2.0,2.0,0.07,0.07,0.14,0.07,0.14,2.2,2.2,5.4,7.7,0.08,0.18,0.26,0.08,0.26,32.0,23.0,15.0,12.0,5.0,9.0,20.0,45.0,11.0,345.0,107.0,31.0,78.0,184.0,83.0,28.0,2.0,0.0,26.0,11.0,43.0,16.0,1.0,579.0,878.0,65.9,9468.0,2410.0,298.0,384.0,77.6,211.0,312.0,67.6,52.0,103.0,50.5,-3.4,56.0,43.0,26.0,16.0,63.0
492,Daniel Podence,27.5,42.0,9.0,20.0,24.0,24.0,22.0,1661.0,18.5,3.0,2.0,3.0,0.16,0.11,0.27,0.16,0.27,3.1,3.1,1.9,5.0,0.17,0.1,0.27,0.17,0.27,18.0,7.0,5.0,8.0,5.0,6.0,23.0,26.1,17.0,243.0,66.0,27.2,65.0,105.0,73.0,7.0,1.0,0.0,6.0,15.0,33.0,6.0,0.0,478.0,636.0,75.2,8742.0,2328.0,240.0,285.0,84.2,166.0,219.0,75.8,64.0,96.0,66.7,0.1,23.0,45.0,21.0,3.0,66.0
493,Raúl Jiménez,30.8,31.0,4.0,20.0,29.0,10.0,10.0,823.0,9.1,4.0,0.0,4.0,0.44,0.0,0.44,0.44,0.44,2.4,2.4,0.8,3.1,0.26,0.08,0.34,0.26,0.34,7.0,4.0,1.0,4.0,2.0,0.0,7.0,0.0,7.0,90.0,22.0,24.4,12.0,36.0,42.0,8.0,1.0,0.0,7.0,6.0,13.0,10.0,1.0,207.0,263.0,78.7,3241.0,561.0,126.0,150.0,84.0,52.0,64.0,81.3,22.0,32.0,68.8,-0.8,8.0,16.0,9.0,0.0,19.0
494,Fábio Silva,27.5,42.0,4.0,20.0,18.0,32.0,11.0,1369.0,15.2,4.0,3.0,3.0,0.26,0.2,0.46,0.2,0.39,6.0,5.3,0.5,5.8,0.4,0.04,0.43,0.35,0.38,10.0,6.0,2.0,5.0,3.0,3.0,11.0,27.3,8.0,261.0,70.0,26.8,30.0,124.0,107.0,12.0,1.0,0.0,11.0,5.0,15.0,5.0,0.0,227.0,306.0,74.2,3155.0,438.0,136.0,163.0,83.4,66.0,85.0,77.6,12.0,28.0,42.9,2.5,11.0,8.0,6.0,0.0,17.0
502,Tosin Adarabioyo,13.2,16.0,1.0,8.0,22.0,33.0,33.0,2953.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.4,1.5,0.03,0.01,0.04,0.03,0.04,41.0,26.0,31.0,9.0,1.0,20.0,38.0,52.6,18.0,182.0,59.0,32.4,115.0,60.0,7.0,38.0,23.0,0.0,15.0,55.0,96.0,241.0,1.0,1594.0,1824.0,87.4,37337.0,11928.0,304.0,340.0,89.4,934.0,985.0,94.8,346.0,470.0,73.6,-0.4,5.0,68.0,5.0,1.0,73.0
504,Michael Hector,3.85,27.0,1.0,8.0,28.0,4.0,3.0,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,7.0,5.0,4.0,3.0,0.0,3.0,7.0,42.9,4.0,28.0,11.0,39.3,21.0,7.0,0.0,6.0,3.0,1.0,3.0,0.0,7.0,11.0,0.0,139.0,175.0,79.4,3485.0,1313.0,21.0,25.0,84.0,78.0,83.0,94.0,39.0,64.0,60.9,0.0,1.0,10.0,1.0,0.0,11.0
506,Maxime Le Marchand,1.65,18.0,1.0,8.0,30.0,2.0,1.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,9.0,2.0,22.2,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,78.0,82.0,95.1,1841.0,642.0,18.0,18.0,100.0,43.0,45.0,95.6,16.0,18.0,88.9,0.0,0.0,3.0,1.0,0.0,6.0
507,Tim Ream,0.66,53.0,1.0,8.0,32.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,8.0,2.0,0.0,5.0,8.0,62.5,3.0,37.0,10.0,27.0,16.0,20.0,1.0,14.0,6.0,0.0,8.0,4.0,14.0,31.0,1.0,396.0,434.0,91.2,8687.0,2742.0,102.0,106.0,96.2,220.0,228.0,96.5,72.0,94.0,76.6,0.0,0.0,31.0,0.0,0.0,24.0
508,Antonee Robinson,7.7,53.0,1.0,8.0,22.0,28.0,24.0,2162.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.6,2.2,0.02,0.07,0.09,0.02,0.09,48.0,27.0,26.0,15.0,7.0,19.0,42.0,45.2,23.0,249.0,84.0,33.7,120.0,71.0,58.0,52.0,5.0,0.0,47.0,44.0,92.0,83.0,0.0,982.0,1352.0,72.6,18310.0,7073.0,410.0,482.0,85.1,442.0,565.0,78.2,120.0,250.0,48.0,-1.6,28.0,40.0,43.0,25.0,87.0
509,Joe Bryan,5.5,16.0,2.0,8.0,26.0,16.0,7.0,669.0,7.4,1.0,0.0,1.0,0.13,0.0,0.13,0.13,0.13,0.4,0.4,0.4,0.8,0.05,0.06,0.11,0.05,0.11,19.0,12.0,7.0,7.0,5.0,9.0,18.0,50.0,9.0,97.0,33.0,34.0,36.0,37.0,24.0,21.0,3.0,0.0,18.0,13.0,32.0,19.0,0.0,295.0,420.0,70.2,5236.0,2212.0,147.0,172.0,85.5,112.0,143.0,78.3,31.0,83.0,37.3,-0.4,6.0,23.0,5.0,2.0,27.0
