Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_x,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cmp,Att_y,Cmp%,TotDist,PrgDist,Cmp short,Att short,Cmp% short,Cmp medium,Att medium,Cmp% medium,Cmp long,Att long,Cmp% long,A-xA,KP,1/3,PPA,CrsPA,Prog,Player_is_missing,Nation_is_missing,Pos_is_missing,Squad_is_missing
Luke Thomas,16,1,10,19,14,12,969,10.8,1,0,1,0.09,0,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,23,8,11,4,8,6,13,46.2,7,194,59,30.4,75,80,39,28,3,0,25,16,39,26,0,359,484,74.2,5636,1957,205,240,85.4,126,166,75.9,22,54,40.7,-0.2,5,22,7,2,28,FALSE,FALSE,FALSE,FALSE
Youri Tielemans,5,7,10,23,38,37,3357,37.3,6,4,4,0.16,0.11,0.27,0.11,0.21,4.5,3,3.3,6.3,0.12,0.09,0.21,0.08,0.17,77,56,31,30,16,27,95,28.4,68,505,182,36,162,245,98,57,11,0,46,36,113,29,0,2011,2559,78.6,38768,9963,788,893,88.2,910,1049,86.7,282,538,52.4,0.7,48,212,43,4,206,FALSE,FALSE,FALSE,FALSE
Kieran Tierney,44,1,1,23,27,26,2299,25.5,1,3,1,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17,29,17,8,13,8,9,28,32.1,19,197,65,33,69,80,48,50,11,0,39,20,49,77,0,1136,1490,76.2,20866,6069,480,550,87.3,521,625,83.4,127,271,46.9,-1.1,33,56,34,14,98,FALSE,FALSE,FALSE,FALSE
James Tomkins,16,1,6,31,8,6,553,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,6,4,4,2,0,5,6,83.3,1,39,11,28.2,30,9,0,8,3,0,5,5,11,52,0,129,164,78.7,2909,907,32,36,88.9,67,72,93.1,29,52,55.8,-0.1,1,12,0,0,4,FALSE,FALSE,FALSE,FALSE
Fikayo Tomori,16,1,5,22,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,2,2,100,0,3,1,33.3,3,0,0,4,3,0,1,1,4,8,0,27,29,93.1,574,161,6,6,100,17,18,94.4,4,5,80,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
Ferrán Torres,17,6,12,20,24,15,1306,14.5,7,2,7,0.48,0.14,0.62,0.48,0.62,5.4,5.4,1.9,7.3,0.37,0.13,0.5,0.37,0.5,15,8,6,6,3,7,22,31.8,15,217,66,30.4,37,93,87,17,1,0,16,7,22,6,0,360,442,81.4,5793,1046,189,217,87.1,138,158,87.3,22,48,45.8,0.1,18,16,15,2,34,FALSE,FALSE,FALSE,FALSE
Andros Townsend,16,9,6,29,34,25,2258,25.1,1,5,1,0.04,0.2,0.24,0.04,0.24,2.3,2.3,3.7,6,0.09,0.15,0.24,0.09,0.24,69,36,39,20,10,26,92,28.3,66,533,134,25.1,242,201,90,61,2,0,59,48,117,12,0,587,864,67.9,10358,3963,299,354,84.5,180,243,74.1,85,207,41.1,1.3,39,42,40,20,75,FALSE,FALSE,FALSE,FALSE
Conor Townsend,16,1,18,27,25,25,2234,24.8,0,2,0,0,0.08,0.08,0,0.08,1,1,2.1,3.1,0.04,0.09,0.13,0.04,0.13,56,32,37,14,5,31,54,57.4,23,272,93,34.2,130,102,40,45,16,2,29,40,96,65,1,881,1176,74.9,16373,7926,371,418,88.8,405,508,79.7,94,216,43.5,-0.1,22,78,25,15,118,FALSE,FALSE,FALSE,FALSE
Adama Traoré,17,4,20,24,37,28,2649,29.4,2,2,2,0.07,0.07,0.14,0.07,0.14,2.2,2.2,5.4,7.7,0.08,0.18,0.26,0.08,0.26,32,23,15,12,5,9,20,45,11,345,107,31,78,184,83,28,2,0,26,11,43,16,1,579,878,65.9,9468,2410,298,384,77.6,211,312,67.6,52,103,50.5,-3.4,56,43,26,16,63,FALSE,FALSE,FALSE,FALSE
Bertrand Traoré,6,4,2,24,36,29,2317,25.7,7,6,7,0.27,0.23,0.5,0.27,0.5,6.4,6.4,3.2,9.6,0.25,0.12,0.37,0.25,0.37,26,9,9,8,9,9,39,23.1,30,389,74,19,106,157,126,26,1,0,25,23,49,16,0,566,796,71.1,10852,2636,247,304,81.3,214,274,78.1,93,179,52,2.8,33,28,26,7,62,FALSE,FALSE,FALSE,FALSE
Trézéguet,15,4,2,25,21,12,1166,13,2,1,2,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2,5.8,0.29,0.15,0.45,0.29,0.45,32,18,13,12,7,11,38,28.9,27,304,67,22,91,119,94,27,1,0,26,11,43,16,0,228,328,69.5,3782,1102,107,140,76.4,87,120,72.5,23,42,54.8,-1,12,22,6,3,28,FALSE,FALSE,FALSE,FALSE
Leandro Trossard,5,6,3,25,35,30,2607,29,5,5,5,0.17,0.17,0.35,0.17,0.35,5.1,5.1,4.3,9.4,0.18,0.15,0.32,0.18,0.32,27,20,7,16,4,6,31,19.4,25,425,131,30.8,104,173,148,41,4,0,37,24,51,5,0,813,1085,74.9,15607,4328,344,429,80.2,336,410,82,114,175,65.1,0.7,46,79,64,15,124,FALSE,FALSE,FALSE,FALSE
Axel Tuanzebe,16,1,13,22,9,4,404,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,4,1,6,8,75,2,58,16,27.6,36,19,3,14,7,0,7,4,14,19,1,236,263,89.7,4763,1047,76,81,93.8,123,132,93.2,35,43,81.4,0,0,9,0,0,10,FALSE,FALSE,FALSE,FALSE
Cengiz Ünder,50,9,10,23,9,1,281,3.1,0,2,0,0,0.64,0.64,0,0.64,0.3,0.3,1.8,2,0.08,0.57,0.65,0.08,0.65,3,3,0,2,1,1,5,20,4,44,15,34.1,11,18,15,5,0,0,5,3,6,0,0,91,129,70.5,1556,499,50,61,82,30,38,78.9,10,19,52.6,0.2,6,5,10,4,10,FALSE,FALSE,FALSE,FALSE
Yan Valery,18,3,16,21,3,1,103,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.27,0,0.27,0.27,0.27,3,2,1,2,0,0,4,0,4,32,9,28.1,13,11,8,5,0,0,5,3,6,5,0,53,64,82.8,883,269,25,27,92.6,26,28,92.9,2,6,33.3,0,0,0,2,1,2,FALSE,FALSE,FALSE,FALSE
Jamie Vardy,16,4,10,33,34,31,2840,31.6,15,9,7,0.48,0.29,0.76,0.22,0.51,19.7,12.8,4.9,17.8,0.62,0.16,0.78,0.41,0.56,15,8,3,5,7,3,15,20,12,295,79,26.8,14,102,179,16,5,0,11,8,23,29,0,300,452,66.4,4478,717,182,255,71.4,88,129,68.2,20,33,60.6,4.1,27,13,11,0,25,FALSE,FALSE,FALSE,FALSE
Joël Veltman,35,1,3,28,28,25,2281,25.3,1,1,1,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.1,2.5,0.05,0.04,0.1,0.05,0.1,77,41,47,22,8,33,63,52.4,30,312,92,29.5,141,122,49,35,4,0,31,35,112,84,0,1152,1491,77.3,22778,9083,412,471,87.5,582,712,81.7,150,277,54.2,-0.1,21,96,35,13,121,FALSE,FALSE,FALSE,FALSE
Jannik Vestergaard,14,1,16,27,30,29,2574,28.6,3,0,3,0.1,0,0.1,0.1,0.1,2.1,2.1,0.6,2.7,0.07,0.02,0.09,0.07,0.09,61,37,41,17,3,31,54,57.4,23,215,86,40,143,62,10,38,19,0,19,37,98,159,0,1444,1712,84.3,29904,10850,502,542,92.6,734,825,89,201,321,62.6,-0.6,7,98,9,0,73,FALSE,FALSE,FALSE,FALSE
Rúben Vinagre,42,1,20,21,2,1,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,0,2,5,40,3,26,5,19.2,13,9,4,4,0,0,4,1,6,6,0,82,98,83.7,1310,324,44,48,91.7,31,40,77.5,7,9,77.8,0,0,2,1,1,2,FALSE,FALSE,FALSE,FALSE
Carlos Vinícius,7,4,17,25,9,3,308,3.4,1,0,1,0.29,0,0.29,0.29,0.29,1.4,1.4,0.1,1.5,0.4,0.03,0.43,0.4,0.43,1,0,1,0,0,1,1,100,0,51,14,27.5,4,21,26,2,0,0,2,1,2,5,0,25,44,56.8,344,57,9,19,47.4,8,13,61.5,2,5,40,-0.1,2,2,1,0,3,FALSE,FALSE,FALSE,FALSE
Vitinha,42,7,20,20,19,5,520,5.8,0,1,0,0,0.17,0.17,0,0.17,0.6,0.6,0.7,1.3,0.1,0.12,0.22,0.1,0.22,10,7,3,6,1,0,7,0,7,127,41,32.3,30,76,21,3,0,0,3,4,14,2,0,290,329,88.1,4834,678,137,153,89.5,117,122,95.9,27,40,67.5,0.3,12,21,3,0,12,FALSE,FALSE,FALSE,FALSE
Jake Vokins,16,1,16,20,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.22,0.22,0,0.22,0,0,0,0,0,0,1,0,1,10,2,20,6,4,0,0,0,0,0,0,0,1,0,20,22,90.9,371,115,7,7,100,13,13,100,0,1,0,-0.2,2,0,2,1,3,FALSE,FALSE,FALSE,FALSE
Matěj Vydra,13,4,4,28,28,15,1371,15.2,3,2,3,0.2,0.13,0.33,0.2,0.33,6.1,6.1,1.8,7.8,0.4,0.12,0.51,0.4,0.51,9,6,3,3,3,1,9,11.1,8,281,79,28.1,11,103,167,15,1,0,14,5,14,7,0,193,266,72.6,2434,375,131,172,76.2,42,54,77.8,9,14,64.3,0.2,14,7,9,2,13,FALSE,FALSE,FALSE,FALSE
Kyle Walker,16,1,12,30,24,22,1946,21.6,1,1,1,0.05,0.05,0.09,0.05,0.09,0.2,0.2,0.5,0.8,0.01,0.02,0.04,0.01,0.04,37,27,19,14,4,19,35,54.3,16,236,78,33.1,88,112,36,29,7,0,22,15,52,38,0,1695,1897,89.4,33841,8941,623,670,93,830,889,93.4,228,298,76.5,0.5,7,193,12,2,107,FALSE,FALSE,FALSE,FALSE
Kyle Walker-Peters,16,1,16,23,30,30,2645,29.4,0,2,0,0,0.07,0.07,0,0.07,1.1,1.1,1.4,2.5,0.04,0.05,0.08,0.04,0.08,83,43,57,23,3,26,57,45.6,31,421,126,29.9,220,159,42,70,15,0,55,40,123,68,1,1295,1613,80.3,21589,7161,655,715,91.6,503,622,80.9,110,195,56.4,0.6,17,59,16,2,92,FALSE,FALSE,FALSE,FALSE
Aaron Wan-Bissaka,16,1,13,22,34,34,3060,34,2,4,2,0.06,0.12,0.18,0.06,0.18,0.9,0.9,2.4,3.3,0.03,0.07,0.1,0.03,0.1,97,52,60,30,7,21,40,52.5,19,434,140,32.3,195,169,70,113,17,0,96,66,163,108,0,1775,2065,86,26841,9551,1008,1094,92.1,665,760,87.5,71,125,56.8,1.6,30,88,33,14,125,FALSE,FALSE,FALSE,FALSE
Joel Ward,16,1,6,30,26,25,2256,25.1,0,1,0,0,0.04,0.04,0,0.04,0.1,0.1,0.4,0.5,0,0.02,0.02,0,0.02,46,26,35,11,0,19,39,48.7,20,356,92,25.8,203,109,44,49,9,0,40,52,98,115,1,783,1078,72.6,13152,6479,391,447,87.5,295,395,74.7,73,171,42.7,0.6,7,61,10,2,69,FALSE,FALSE,FALSE,FALSE
James Ward-Prowse,16,7,16,25,38,38,3420,38,8,7,5,0.21,0.18,0.39,0.13,0.32,5.3,2.2,4.1,6.3,0.14,0.11,0.25,0.06,0.17,84,57,34,43,7,29,74,39.2,45,630,207,32.9,220,324,86,71,5,0,66,44,128,76,0,2117,2619,80.8,37952,10063,939,1040,90.3,914,1011,90.4,224,498,45,2.9,57,155,24,1,155,FALSE,FALSE,FALSE,FALSE
Ollie Watkins,16,4,2,24,37,37,3328,37,14,5,13,0.38,0.14,0.51,0.35,0.49,16,14.5,4.2,18.7,0.43,0.11,0.55,0.39,0.51,35,22,5,18,12,10,30,33.3,20,626,166,26.5,36,246,344,19,3,0,16,12,47,25,0,606,832,72.8,8190,1449,395,506,78.1,167,222,75.2,19,37,51.4,0.8,42,40,25,3,45,FALSE,FALSE,FALSE,FALSE
Caleb Watts,3,9,16,18,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,5,40,3,20,7,35,9,8,3,3,0,0,3,0,2,0,0,8,13,61.5,161,41,4,7,57.1,3,5,60,1,1,100,0,0,0,1,1,0,FALSE,FALSE,FALSE,FALSE
Adam Webster,16,1,3,25,29,29,2594,28.8,1,0,1,0.03,0,0.03,0.03,0.03,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05,30,21,18,10,2,14,32,43.8,18,214,87,40.7,97,93,24,51,21,1,30,40,70,123,0,1484,1794,82.7,32506,11319,406,468,86.8,799,889,89.9,269,400,67.3,-0.2,6,132,7,1,110,FALSE,FALSE,FALSE,FALSE
Danny Welbeck,16,4,3,29,24,17,1545,17.2,6,1,6,0.35,0.06,0.41,0.35,0.41,6.8,6,2.2,8.2,0.39,0.13,0.52,0.35,0.48,12,8,3,6,3,4,15,26.7,11,255,61,23.9,43,99,113,23,3,0,20,5,17,11,0,219,268,81.7,2962,603,141,166,84.9,56,63,88.9,12,16,75,-1.2,22,13,6,1,21,FALSE,FALSE,FALSE,FALSE
Timo Werner,20,4,5,24,35,29,2602,28.9,6,8,6,0.21,0.28,0.48,0.21,0.48,11.9,11.9,6.1,18,0.41,0.21,0.62,0.41,0.62,28,18,9,14,5,10,42,23.8,32,380,111,29.2,68,155,157,24,1,0,23,6,34,4,0,638,826,77.2,9609,1894,349,429,81.4,240,279,86,27,53,50.9,1.9,34,31,23,6,56,FALSE,FALSE,FALSE,FALSE
Ashley Westwood,16,7,4,30,38,38,3410,37.9,3,3,3,0.08,0.08,0.16,0.08,0.16,1.1,1.1,5,6.2,0.03,0.13,0.16,0.03,0.16,25,14,9,12,4,5,40,12.5,35,492,133,27,155,265,72,50,10,0,40,48,73,49,0,1567,2125,73.7,33232,10582,554,622,89.1,647,780,82.9,323,642,50.3,-2,49,181,73,12,202,FALSE,FALSE,FALSE,FALSE
Ben White,16,3,3,22,36,36,3191,35.5,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.4,0.02,0.02,0.04,0.02,0.04,56,33,28,24,4,24,64,37.5,40,409,142,34.7,184,188,37,69,25,0,44,45,101,78,2,1470,1766,83.2,30785,9425,487,540,90.2,729,816,89.3,241,375,64.3,-0.7,8,111,20,2,116,FALSE,FALSE,FALSE,FALSE
Georginio Wijnaldum,35,7,11,29,38,34,2941,32.7,2,0,2,0.06,0,0.06,0.06,0.06,3.2,3.2,1.7,4.9,0.1,0.05,0.15,0.1,0.15,30,24,9,16,5,9,34,26.5,25,425,154,36.2,122,215,88,37,3,0,34,25,55,24,1,1630,1747,93.3,28047,5426,780,824,94.7,663,699,94.8,153,171,89.5,-1.7,22,140,21,1,93,FALSE,FALSE,FALSE,FALSE
Brandon Williams,16,1,13,19,4,2,188,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0.01,0.06,0.05,0.06,1,1,0,1,0,0,1,0,1,15,4,26.7,6,8,1,5,0,0,5,9,10,3,0,120,140,85.7,2062,741,62,66,93.9,45,55,81.8,12,14,85.7,0,1,8,2,1,6,FALSE,FALSE,FALSE,FALSE
Neco Williams,54,1,11,19,6,3,249,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.03,0.1,0.13,0.03,0.13,6,5,4,2,0,3,8,37.5,5,45,13,28.9,17,18,10,8,1,0,7,5,11,4,0,156,213,73.2,2548,872,81,91,89,54,66,81.8,14,33,42.4,-0.3,3,10,1,1,17,FALSE,FALSE,FALSE,FALSE
Rhys Williams,16,1,11,19,9,7,661,7.3,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,0.07,0.05,0.13,0.07,0.13,6,2,2,4,0,1,2,50,1,54,15,27.8,29,21,4,5,4,0,1,8,14,67,1,415,451,92,9374,2316,91,100,91,228,239,95.4,93,107,86.9,-0.4,2,21,1,0,13,FALSE,FALSE,FALSE,FALSE
Willian,7,6,1,31,25,16,1406,15.6,1,5,1,0.06,0.32,0.38,0.06,0.38,2.1,2.1,2.5,4.6,0.13,0.16,0.29,0.13,0.29,16,6,8,7,1,7,25,28,18,192,49,25.5,44,77,71,22,0,0,22,12,28,4,0,624,787,79.3,11784,2300,279,316,88.3,255,303,84.2,85,151,56.3,2.5,29,34,30,10,49,FALSE,FALSE,FALSE,FALSE
Joe Willock,16,7,14,20,14,11,978,10.9,8,0,8,0.74,0,0.74,0.74,0.74,3.6,2.6,0.7,3.4,0.33,0.07,0.4,0.24,0.31,34,25,20,10,4,11,48,22.9,37,331,60,18.1,141,129,61,30,5,0,25,32,66,15,0,180,234,76.9,2983,1140,89,102,87.3,63,82,76.8,18,33,54.5,-0.7,8,19,7,2,28,FALSE,FALSE,FALSE,FALSE
Callum Wilson,16,4,14,28,26,23,2084,23.2,12,5,8,0.52,0.22,0.73,0.35,0.56,11.3,8.2,2.2,10.5,0.49,0.1,0.58,0.36,0.45,13,10,2,6,5,3,12,25,9,335,90,26.9,33,139,163,18,3,0,15,3,16,12,1,255,366,69.7,3521,684,148,198,74.7,81,105,77.1,9,14,64.3,2.8,14,10,13,0,20,FALSE,FALSE,FALSE,FALSE
Harry Winks,16,7,17,24,15,9,861,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.01,0.03,0.04,0.01,0.04,24,14,15,9,0,9,22,40.9,13,161,52,32.3,70,74,17,12,4,0,8,16,40,12,0,554,658,84.2,10474,2951,230,252,91.3,243,270,90,72,110,65.5,-0.3,5,73,6,0,54,FALSE,FALSE,FALSE,FALSE
Chris Wood,39,4,4,28,33,32,2741,30.5,12,3,10,0.39,0.1,0.49,0.33,0.43,13.3,11.8,2.2,14,0.44,0.07,0.51,0.39,0.46,17,11,4,3,10,6,17,35.3,11,354,91,25.7,20,131,203,27,4,0,23,5,22,19,0,440,658,66.9,5847,916,273,381,71.7,127,187,67.9,13,23,56.5,0.8,23,24,5,0,34,FALSE,FALSE,FALSE,FALSE
Granit Xhaka,48,8,1,27,31,29,2522,28,1,2,1,0.04,0.07,0.11,0.04,0.11,0.8,0.8,1.6,2.4,0.03,0.06,0.09,0.03,0.09,58,37,23,22,13,33,64,51.6,31,346,96,27.7,108,161,77,33,7,0,26,25,83,55,1,1945,2164,89.9,39353,10257,702,767,91.5,912,975,93.5,310,374,82.9,0.4,18,268,29,1,213,FALSE,FALSE,FALSE,FALSE
Andriy Yarmolenko,51,6,19,30,15,1,375,4.2,0,1,0,0,0.24,0.24,0,0.24,0.4,0.4,1,1.4,0.1,0.23,0.33,0.1,0.33,6,4,3,2,1,1,6,16.7,5,56,21,37.5,22,21,13,7,0,0,7,3,9,1,0,124,157,79,2158,584,70,79,88.6,36,50,72,17,24,70.8,0,5,10,6,2,11,FALSE,FALSE,FALSE,FALSE
DeAndre Yedlin,53,1,14,27,6,5,436,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,10,6,10,0,0,4,12,33.3,8,65,20,30.8,37,17,11,9,1,0,8,3,13,19,0,111,172,64.5,1760,809,61,76,80.3,36,55,65.5,11,31,35.5,-0.1,3,5,6,1,13,FALSE,FALSE,FALSE,FALSE
Okay Yokuşlu,50,7,18,26,16,15,1317,14.6,0,1,0,0,0.07,0.07,0,0.07,0.9,0.9,0.6,1.5,0.06,0.04,0.1,0.06,0.1,47,33,25,20,2,16,37,43.2,21,285,90,31.6,128,132,25,25,3,0,22,42,89,40,1,441,530,83.2,7663,2263,211,236,89.4,152,186,81.7,59,76,77.6,0.4,5,27,3,0,42,FALSE,FALSE,FALSE,FALSE
Wilfried Zaha,8,4,6,27,30,29,2612,29,11,2,9,0.38,0.07,0.45,0.31,0.38,7.5,5.9,3.3,9.2,0.26,0.11,0.37,0.2,0.32,34,24,15,14,5,9,30,30,21,568,139,24.5,108,274,186,21,0,0,21,27,61,2,0,590,778,75.8,8928,2221,347,426,81.5,178,218,81.7,42,69,60.9,-1.3,27,29,36,5,72,FALSE,FALSE,FALSE,FALSE
Andre-Frank Zambo Anguissa,9,7,8,24,36,29,2587,28.7,0,3,0,0,0.1,0.1,0,0.1,1.8,1.8,2.2,4.1,0.06,0.08,0.14,0.06,0.14,87,53,27,46,14,23,57,40.4,34,561,164,29.2,171,275,115,47,7,0,40,55,142,34,1,1197,1410,84.9,20529,4894,552,631,87.5,530,589,90,90,132,68.2,0.8,27,134,23,5,114,FALSE,FALSE,FALSE,FALSE
Andi Zeqiri,48,5,3,21,9,0,171,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.33,0.04,0.37,0.33,0.37,3,3,0,2,1,0,1,0,1,39,9,23.1,8,20,11,2,1,0,1,0,3,1,0,20,43,46.5,308,84,11,18,61.1,7,13,53.8,1,8,12.5,-0.1,1,2,1,1,4,FALSE,FALSE,FALSE,FALSE
Oleksandr Zinchenko,51,1,12,23,20,15,1478,16.4,0,0,0,0,0,0,0,0,0.7,0.7,1.3,2.1,0.04,0.08,0.13,0.04,0.13,21,13,9,7,5,14,28,50,14,149,45,30.2,56,64,29,26,4,0,22,20,41,49,0,1331,1475,90.2,21806,6052,697,734,95,522,567,92.1,95,139,68.3,-1.3,13,108,14,0,93,FALSE,FALSE,FALSE,FALSE
Hakim Ziyech,30,6,5,27,23,15,1172,13,2,3,2,0.15,0.23,0.38,0.15,0.38,1.9,1.9,3.7,5.6,0.15,0.28,0.43,0.15,0.43,10,7,4,4,2,5,20,25,15,223,61,27.4,47,92,84,14,1,0,13,10,20,1,0,548,734,74.7,9413,2551,272,316,86.1,198,237,83.5,63,141,44.7,-0.7,34,47,32,6,70,FALSE,FALSE,FALSE,FALSE
Kurt Zouma,18,1,5,25,24,22,2029,22.5,5,0,5,0.22,0,0.22,0.22,0.22,1.8,1.8,0,1.9,0.08,0,0.08,0.08,0.08,21,13,12,7,2,6,11,54.5,5,109,40,36.7,52,53,4,23,12,0,11,26,47,129,2,1580,1720,91.9,34007,8862,436,457,95.4,880,925,95.1,254,319,79.6,0,2,96,3,0,66,FALSE,FALSE,FALSE,FALSE
Martin Ødegaard,38,7,1,21,14,9,866,9.6,1,2,1,0.1,0.21,0.31,0.1,0.31,1.1,1.1,2.1,3.2,0.11,0.22,0.33,0.11,0.33,7,5,1,4,2,2,10,20,8,184,44,23.9,36,79,69,3,0,0,3,5,12,5,0,450,521,86.4,7319,1776,224,234,95.7,167,189,88.4,40,68,58.8,-0.1,21,34,18,1,48,FALSE,FALSE,FALSE,FALSE
